glcm_contrast,glcm_correlation,glcm_energy,glcm_homogeneity,mean_intensity,variance,entropy,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,region_area,region_perimeter,major_axis_length,minor_axis_length,label,class
49.74398,0.99267495,0.19283429,0.47179478,46.280106,3389.9448,8.736348,0.007019043,0.021240234,0.016906738,0.16915894,0.27104187,0.17274475,0.053619385,0.038360596,0.2183075,0.031600952,19713.0,3354.6116,214.55617,179.63907,0,Control
36.610798,0.9933947,0.1942381,0.48459402,38.801025,2765.8037,8.60163,0.0065612793,0.02104187,0.017700195,0.16838074,0.26213074,0.17759705,0.056365967,0.0385437,0.21968079,0.03199768,15872.0,3019.4502,232.096,159.82379,0,Control
33.44683,0.994065,0.18618639,0.47638437,45.67961,2814.322,8.698137,0.0071868896,0.022521973,0.02015686,0.17007446,0.2564087,0.17749023,0.057769775,0.038909912,0.21609497,0.03338623,23156.0,3165.1384,227.72786,186.66191,0,Control
53.434544,0.99225163,0.18873332,0.46439812,46.079285,3442.3062,8.89951,0.0065460205,0.020965576,0.01876831,0.17036438,0.27667236,0.17105103,0.0554657,0.039123535,0.21087646,0.030166626,18790.0,3515.6482,217.1646,174.26382,0,Control
32.537254,0.9933101,0.24996306,0.56712043,29.338898,2425.3042,7.1628866,0.0059814453,0.020462036,0.013580322,0.17330933,0.21694946,0.1648407,0.054092407,0.043777466,0.27630615,0.030700684,14511.0,2328.0044,194.75804,135.01321,0,Control
36.25115,0.9928183,0.1917386,0.47719207,39.790222,2519.6504,8.6639185,0.0069885254,0.020645142,0.019958496,0.16996765,0.2635193,0.17530823,0.054260254,0.038406372,0.21902466,0.031921387,17036.0,3610.0806,227.31293,171.06213,0,Control
49.80331,0.9926682,0.18177876,0.46151474,49.246918,3391.921,8.94102,0.007156372,0.021499634,0.019927979,0.16932678,0.27261353,0.17512512,0.055496216,0.03868103,0.20681763,0.033355713,22130.0,3174.5344,229.31879,179.01982,0,Control
52.66457,0.99319685,0.1930717,0.4734371,48.6604,3864.098,8.820447,0.006958008,0.019760132,0.017868042,0.16882324,0.27311707,0.17318726,0.05455017,0.037139893,0.21986389,0.0287323,18152.0,3370.7305,225.3547,168.42859,0,Control
52.993397,0.99314576,0.19029583,0.46968564,48.615295,3859.1787,8.839017,0.006515503,0.020355225,0.017532349,0.17066956,0.27207947,0.17404175,0.05781555,0.03753662,0.21279907,0.030654907,18139.0,3361.0674,225.34215,168.84903,0,Control
24.838495,0.99426574,0.24747416,0.5691138,29.408371,2160.297,7.111866,0.0063323975,0.02166748,0.015090942,0.17308044,0.2102356,0.16642761,0.054733276,0.04324341,0.27648926,0.032699585,13901.0,2123.9556,191.75954,137.98001,0,Control
42.193443,0.99359614,0.18890321,0.47072506,47.728928,3289.7979,8.823203,0.0069885254,0.021499634,0.018798828,0.16844177,0.26913452,0.17358398,0.056045532,0.037353516,0.21635437,0.031799316,20908.0,3430.4878,229.39835,188.38568,0,Control
47.519226,0.99364656,0.19109522,0.4706583,50.297653,3734.3374,8.744655,0.007156372,0.020568848,0.019317627,0.1722107,0.26678467,0.1745758,0.055130005,0.038024902,0.2159729,0.030258179,21623.0,3063.1973,226.92209,182.96751,0,Control
49.17068,0.9932256,0.18953001,0.4639749,49.837006,3623.8838,8.851614,0.007095337,0.020095825,0.017578125,0.16912842,0.27548218,0.17437744,0.05303955,0.036880493,0.21612549,0.030197144,21116.0,3120.2441,212.09032,191.56256,0,Control
29.96299,0.9909214,0.18419339,0.47437027,33.436386,1647.6471,8.591585,0.0071105957,0.020889282,0.020843506,0.17384338,0.25917053,0.17521667,0.058944702,0.03778076,0.21318054,0.03302002,20395.0,3660.2644,218.79758,182.40875,0,Control
43.908623,0.993605,0.19141994,0.46534872,47.678665,3427.8848,8.840412,0.006439209,0.019805908,0.018157959,0.16947937,0.27809143,0.17448425,0.05177307,0.03526306,0.2182312,0.028274536,18295.0,3608.4238,213.39264,182.93367,0,Control
28.788465,0.991256,0.18568408,0.4806261,32.870087,1643.4862,8.518043,0.0074920654,0.02357483,0.020477295,0.17298889,0.247406,0.17861938,0.06086731,0.040100098,0.21411133,0.034362793,21056.0,3716.714,225.44916,180.22995,0,Control
30.264093,0.99084765,0.18368518,0.47539106,33.45224,1650.8148,8.597323,0.0074920654,0.020568848,0.020446777,0.17562866,0.25505066,0.17945862,0.057495117,0.03967285,0.21136475,0.032821655,20572.0,3671.7437,218.31355,183.36514,0,Control
37.613834,0.99382645,0.19140117,0.47311634,46.673462,3042.2566,8.676181,0.007751465,0.020767212,0.019256592,0.16854858,0.26420593,0.17538452,0.056854248,0.035232544,0.22010803,0.03189087,23748.0,2679.9465,223.50154,182.43141,0,Control
42.343765,0.9938713,0.18565069,0.46847692,46.982437,3448.9817,8.83409,0.006958008,0.021087646,0.018707275,0.16696167,0.27600098,0.175354,0.05596924,0.037475586,0.2098999,0.031585693,20605.0,3072.8003,234.95804,176.88162,0,Control
31.894455,0.99528563,0.25491217,0.5789985,35.39348,3373.9072,6.984975,0.006149292,0.020370483,0.014587402,0.17456055,0.20735168,0.16835022,0.05508423,0.04371643,0.27938843,0.030441284,14432.0,1735.9241,187.49579,137.93451,0,Control
37.856342,0.99327296,0.18226509,0.46843463,45.405,2810.1858,8.738933,0.007461548,0.02166748,0.020019531,0.16784668,0.26942444,0.1768341,0.058258057,0.038146973,0.20811462,0.032226562,21790.0,3145.2207,221.8263,188.29326,0,Control
34.84444,0.9932811,0.19558021,0.49125528,41.54883,2589.0386,8.391889,0.007507324,0.0231781,0.019729614,0.16906738,0.24679565,0.1806488,0.058914185,0.039886475,0.22080994,0.033462524,22678.0,2597.449,225.86516,176.57228,0,Control
47.584328,0.99365366,0.19247308,0.47256318,50.372498,3743.5051,8.7299,0.007293701,0.020401001,0.018722534,0.17100525,0.26522827,0.17495728,0.055786133,0.037963867,0.21800232,0.030639648,21536.0,3063.629,226.9776,182.82677,0,Control
31.901516,0.995286,0.2538865,0.577605,35.426804,3374.9104,6.999749,0.006500244,0.020812988,0.013793945,0.17175293,0.20768738,0.16911316,0.055480957,0.045669556,0.27719116,0.03199768,14446.0,1709.5809,187.38641,137.6908,0,Control
16.585249,0.9946722,0.25351262,0.5843838,23.377792,1552.1737,6.8404417,0.006515503,0.02168274,0.015350342,0.17634583,0.19432068,0.17001343,0.05557251,0.04397583,0.2816162,0.034606934,13791.0,1880.05,198.5502,131.35597,0,Control
27.921446,0.9909528,0.20596242,0.50849605,28.601303,1539.8705,8.115987,0.007293701,0.022018433,0.018463135,0.17277527,0.2392273,0.17433167,0.057250977,0.04168701,0.2335968,0.033355713,17014.0,3407.2683,209.54895,166.49788,0,Control
43.75547,0.99393666,0.19056332,0.470755,49.512146,3602.9373,8.733611,0.0066833496,0.020889282,0.01826477,0.17214966,0.2662964,0.1764679,0.055099487,0.037628174,0.21507263,0.031448364,20366.0,3107.8594,224.26505,176.4179,0,Control
21.254993,0.9922982,0.18529458,0.49524012,30.69249,1377.7582,8.273264,0.007904053,0.023284912,0.021011353,0.1734314,0.23635864,0.17903137,0.06295776,0.042282104,0.2160492,0.03768921,22686.0,3363.1213,230.00723,183.07594,0,Control
15.561244,0.990168,0.18602897,0.5083754,23.267654,790.04626,7.9537287,0.008361816,0.025497437,0.022018433,0.17370605,0.21888733,0.18336487,0.06712341,0.04270935,0.21821594,0.040115356,24323.0,2917.4033,228.9327,181.94522,0,Control
25.58891,0.99356157,0.17612858,0.47392017,38.721268,1984.6929,8.625774,0.007736206,0.023910522,0.023284912,0.17254639,0.2469635,0.18162537,0.062469482,0.041519165,0.2038269,0.036117554,24294.0,3050.3274,229.18301,192.45345,0,Control
31.142202,0.9927486,0.19116727,0.4840332,37.80548,2143.8948,8.48019,0.007980347,0.022583008,0.02027893,0.16778564,0.2532196,0.17814636,0.057235718,0.038269043,0.22103882,0.033462524,21618.0,2930.5505,220.3163,185.7386,0,Control
14.853324,0.9909263,0.18665454,0.50893897,22.908234,817.0315,8.064704,0.008560181,0.024368286,0.02128601,0.17430115,0.21902466,0.18296814,0.065322876,0.04373169,0.22009277,0.04034424,19935.0,3965.828,223.93266,189.9102,0,Control
24.751486,0.99428815,0.2449163,0.5668894,29.432068,2161.1985,7.1296473,0.006576538,0.022216797,0.015701294,0.17131042,0.20874023,0.16882324,0.05810547,0.04260254,0.27246094,0.033462524,13822.0,2126.6357,191.7824,138.10121,0,Control
30.255545,0.99338436,0.18506913,0.47590533,42.3266,2284.1707,8.587982,0.008087158,0.021774292,0.021408081,0.17251587,0.25160217,0.17530823,0.05984497,0.037322998,0.216568,0.035568237,25223.0,2862.4268,229.01694,192.03674,0,Control
45.421352,0.9934919,0.18671486,0.46638766,48.5795,3484.4666,8.867037,0.006790161,0.020996094,0.019180298,0.16848755,0.27416992,0.17190552,0.0549469,0.038375854,0.21250916,0.03263855,19843.0,3336.0908,230.41609,179.9465,0,Control
26.128431,0.9911756,0.18330468,0.47786376,30.746521,1477.8982,8.475899,0.008026123,0.023025513,0.020767212,0.17150879,0.25196838,0.17782593,0.059799194,0.039886475,0.21124268,0.035949707,21333.0,3840.4666,234.68204,178.02106,0,Control
39.273865,0.9936146,0.19513068,0.48550355,41.525055,3069.3848,8.615684,0.007003784,0.021133423,0.017623901,0.1719513,0.26011658,0.17474365,0.055480957,0.04020691,0.22087097,0.03086853,19094.0,3089.6228,216.97813,181.48094,0,Control
51.234238,0.99258095,0.18701626,0.4602722,48.872528,3448.02,8.82878,0.006866455,0.020126343,0.018966675,0.16903687,0.28059387,0.17132568,0.05293274,0.03627014,0.21394348,0.029937744,22896.0,2892.2847,230.75354,177.0702,0,Control
45.15098,0.9935798,0.20492181,0.49020413,45.67012,3510.042,8.458383,0.0066833496,0.020614624,0.01737976,0.16967773,0.2625122,0.17066956,0.05177307,0.03756714,0.23265076,0.030471802,19107.0,2911.6338,226.64677,176.82599,0,Control
51.38716,0.9933314,0.1855255,0.45555913,50.937378,3847.2734,8.99122,0.0068359375,0.019897461,0.017913818,0.16864014,0.28479004,0.17445374,0.052597046,0.03643799,0.20939636,0.029037476,20293.0,3455.3406,222.19202,188.09924,0,Control
39.76216,0.9926296,0.1824978,0.4633716,45.283203,2694.275,8.815861,0.008087158,0.02204895,0.02029419,0.16903687,0.26896667,0.17475891,0.056427002,0.03768921,0.2110138,0.031677246,21241.0,3564.8848,222.91736,186.90854,0,Control
48.83151,0.9932651,0.18874887,0.4655912,49.83043,3620.0486,8.8538,0.0066833496,0.020843506,0.0184021,0.16700745,0.27915955,0.1700592,0.054504395,0.03666687,0.21659851,0.030075073,21302.0,3150.4277,212.41313,191.03069,0,Control
43.75184,0.99418396,0.18081395,0.46714205,54.176865,3757.1304,8.88684,0.0076293945,0.022827148,0.020584106,0.16601562,0.26852417,0.17384338,0.059509277,0.03730774,0.21044922,0.033309937,24138.0,2792.9526,235.76476,188.18073,0,Control
22.701548,0.9912365,0.18587914,0.48727256,30.270767,1293.3341,8.332747,0.007507324,0.023010254,0.021743774,0.17269897,0.2450409,0.17897034,0.062164307,0.038848877,0.2155304,0.034484863,22273.0,3425.0857,225.83348,182.40434,0,Control
40.950092,0.99420536,0.18455079,0.46328643,49.588837,3528.4573,8.945442,0.0071105957,0.019851685,0.019256592,0.17106628,0.27279663,0.17468262,0.05393982,0.036315918,0.21318054,0.031799316,20348.0,3584.8735,227.27527,186.66682,0,Control
49.831173,0.99321187,0.19408646,0.46896473,47.212738,3664.193,8.784515,0.0065307617,0.021102905,0.017623901,0.16870117,0.27775574,0.17073059,0.051376343,0.037490845,0.21943665,0.029251099,20228.0,3322.5881,231.26285,171.68288,0,Control
54.60386,0.992586,0.19036657,0.4661351,48.01477,3676.4148,8.8545065,0.0069122314,0.020462036,0.0184021,0.1667633,0.27590942,0.17434692,0.05305481,0.037124634,0.21658325,0.030441284,20353.0,3444.381,220.5299,184.53175,0,Control
39.423653,0.99367046,0.18760993,0.46699837,47.256393,3110.12,8.782794,0.0074157715,0.021209717,0.019256592,0.16836548,0.27037048,0.17504883,0.055419922,0.03791809,0.21463013,0.03036499,21074.0,3094.0247,225.51028,184.2083,0,Control
31.263466,0.99082077,0.1891019,0.4798333,30.954178,1699.622,8.528443,0.007904053,0.020690918,0.021240234,0.17134094,0.25627136,0.17585754,0.059158325,0.03744507,0.2175293,0.032562256,17868.0,3710.5193,223.07799,173.42857,0,Control
38.137867,0.9914004,0.18487133,0.46929342,38.7722,2214.1484,8.772673,0.0072021484,0.020965576,0.020309448,0.17085266,0.26365662,0.17651367,0.05781555,0.038009644,0.21261597,0.032058716,20498.0,3667.1812,221.43985,190.13985,0,Control
47.18992,0.99331874,0.1960009,0.4813885,45.665985,3525.2354,8.652062,0.0068206787,0.020523071,0.017333984,0.17268372,0.26445007,0.17080688,0.055740356,0.039474487,0.22059631,0.031570435,18920.0,3154.8594,219.66922,171.94455,0,Control
46.65288,0.9939065,0.18025301,0.4621514,51.348938,3822.7551,9.001333,0.006942749,0.021514893,0.020568848,0.16990662,0.27149963,0.17831421,0.057891846,0.037139893,0.20527649,0.030944824,21783.0,3256.961,230.83781,187.58961,0,Control
50.126163,0.99301714,0.18436983,0.46125934,50.96811,3584.6008,8.915917,0.0070495605,0.02204895,0.018539429,0.16744995,0.27700806,0.17277527,0.055221558,0.036956787,0.21191406,0.031036377,22523.0,3292.4338,223.16891,192.66425,0,Control
17.59994,0.989763,0.17931478,0.49294403,24.411102,858.2581,8.235975,0.008529663,0.024719238,0.022506714,0.17333984,0.22824097,0.18144226,0.06767273,0.042770386,0.21212769,0.038650513,22129.0,4027.4026,231.5754,184.58604,0,Control
39.6036,0.99272484,0.183586,0.4601028,44.029877,2718.1587,8.854617,0.0064086914,0.020217896,0.019134521,0.16937256,0.2815094,0.17695618,0.051971436,0.036514282,0.20851135,0.029403687,21460.0,3455.9385,226.74149,186.91887,0,Control
39.666805,0.9944767,0.1907463,0.46892866,50.00679,3585.8523,8.77713,0.0066375732,0.020370483,0.018203735,0.17048645,0.2696228,0.18005371,0.05354309,0.038146973,0.2138977,0.029037476,19951.0,3119.2917,227.04646,181.6352,0,Control
26.198912,0.99335575,0.18557447,0.4751927,38.724365,1969.1058,8.55446,0.007537842,0.020858765,0.020309448,0.17152405,0.25708008,0.17939758,0.059188843,0.037246704,0.21376038,0.033096313,20904.0,3530.246,230.78786,182.4149,0,Control
39.759438,0.99263763,0.18199454,0.4662717,45.327377,2697.201,8.810799,0.0070648193,0.02166748,0.020111084,0.17082214,0.26805115,0.17729187,0.05607605,0.038223267,0.20822144,0.032470703,20888.0,3595.7903,222.6262,186.17252,0,Control
51.484024,0.99254,0.18858811,0.46073875,48.83023,3445.819,8.8260975,0.0068206787,0.019638062,0.018539429,0.17114258,0.27838135,0.168396,0.052520752,0.036193848,0.21705627,0.031311035,22773.0,2946.3323,230.77574,177.00165,0,Control
32.573376,0.9933055,0.24712813,0.5635684,29.369247,2426.3274,7.1861663,0.0059814453,0.019866943,0.013809204,0.17373657,0.21897888,0.1676178,0.054336548,0.04396057,0.26957703,0.03213501,14354.0,2325.7495,194.647,135.10043,0,Control
27.734941,0.99225706,0.19051503,0.49041304,33.315918,1787.8916,8.3429785,0.0070495605,0.022445679,0.020751953,0.16978455,0.2487793,0.17791748,0.059555054,0.040634155,0.21894836,0.03413391,21317.0,3071.516,223.62901,181.622,0,Control
59.01339,0.99280083,0.18594319,0.45942345,50.288162,4091.798,9.080167,0.0062713623,0.020629883,0.017349243,0.16998291,0.2839203,0.17166138,0.05192566,0.037216187,0.21105957,0.02998352,17654.0,3476.3518,225.97928,182.65521,0,Control
14.152635,0.98718166,0.1784647,0.5082546,19.297333,551.07544,7.9696155,0.008987427,0.025466919,0.02406311,0.17642212,0.21231079,0.18164062,0.07119751,0.046463013,0.21122742,0.04222107,20826.0,4352.7236,221.72267,183.62833,0,Control
31.100965,0.99275905,0.18885204,0.48622492,37.87166,2144.2449,8.491229,0.0077209473,0.021957397,0.0209198,0.17088318,0.25042725,0.17779541,0.05958557,0.03993225,0.21736145,0.033416748,21653.0,2961.048,220.26192,185.74751,0,Control
12.728401,0.98863894,0.19254987,0.5258924,18.385986,559.0558,7.708429,0.008743286,0.02558899,0.02281189,0.17526245,0.20228577,0.18218994,0.06852722,0.044540405,0.22798157,0.04206848,19323.0,3420.6248,217.69719,176.76291,0,Control
41.397793,0.9941414,0.1829476,0.46091425,49.607224,3528.0898,8.959882,0.0066986084,0.0209198,0.020339966,0.16978455,0.27217102,0.17681885,0.055923462,0.03727722,0.20927429,0.030792236,20634.0,3721.6199,227.27484,186.99806,0,Control
31.367294,0.9907565,0.18511039,0.47888353,30.960709,1693.4537,8.561714,0.0071411133,0.021850586,0.019729614,0.17222595,0.25778198,0.17727661,0.060668945,0.039596558,0.21076965,0.032958984,17644.0,3841.04,222.77292,174.32419,0,Control
43.57477,0.9935681,0.192353,0.46806273,47.369995,3382.2412,8.758915,0.0066223145,0.019851685,0.018508911,0.17041016,0.27467346,0.1721344,0.053878784,0.036483765,0.21792603,0.029510498,18710.0,3301.3933,215.5406,181.73764,0,Control
17.209406,0.9913462,0.18696208,0.50409895,25.768005,992.70197,8.120896,0.008758545,0.02420044,0.02267456,0.17149353,0.22451782,0.18232727,0.0639801,0.04286194,0.22033691,0.038848877,22871.0,3390.8552,235.25194,180.31165,0,Control
53.53122,0.9931635,0.20083106,0.4824048,45.892548,3907.362,8.676029,0.0071258545,0.01914978,0.017120361,0.17146301,0.2668152,0.17214966,0.05406189,0.03730774,0.2255249,0.029281616,16050.0,3200.9475,219.48491,170.05772,0,Control
45.275967,0.99351835,0.19406296,0.47075945,48.510162,3487.5083,8.806332,0.00680542,0.021133423,0.018218994,0.16641235,0.27398682,0.17402649,0.05065918,0.037246704,0.22027588,0.031234741,19868.0,3339.31,230.81752,179.99663,0,Control
24.57618,0.99100673,0.18507595,0.4848769,29.490738,1363.9597,8.416004,0.007965088,0.021530151,0.021270752,0.16944885,0.25112915,0.17874146,0.062332153,0.041503906,0.21131897,0.03475952,19629.0,3980.1233,216.74815,185.20255,0,Control
46.229687,0.99227774,0.19232856,0.4741857,42.596542,2988.1428,8.760166,0.0069885254,0.020996094,0.019256592,0.16908264,0.26748657,0.17137146,0.055160522,0.038146973,0.21972656,0.031784058,18002.0,3320.2979,218.72453,183.0549,0,Control
28.620174,0.99130833,0.1913465,0.48442966,32.856186,1643.7393,8.485414,0.007446289,0.021987915,0.020751953,0.17155457,0.24803162,0.17832947,0.05807495,0.03831482,0.22218323,0.033325195,21018.0,3796.4897,224.39487,180.22356,0,Control
17.758516,0.98964185,0.17908402,0.4917529,24.411652,855.88696,8.239651,0.008529663,0.02482605,0.022369385,0.17521667,0.22703552,0.18022156,0.06947327,0.04307556,0.2102356,0.039016724,22135.0,4035.4138,231.73764,184.09619,0,Control
38.350246,0.9928917,0.18209961,0.46656582,44.06555,2694.0469,8.881706,0.0072784424,0.021652222,0.021102905,0.16958618,0.26487732,0.17880249,0.057296753,0.038116455,0.20967102,0.03161621,19209.0,3774.0107,219.06271,194.11476,0,Control
49.627434,0.992711,0.18585093,0.46392682,49.246796,3399.8142,8.902652,0.0077209473,0.021102905,0.019958496,0.16900635,0.27090454,0.17411804,0.05557251,0.037017822,0.2141571,0.030441284,21852.0,3188.5994,229.13162,178.56985,0,Control
44.560997,0.9931031,0.19080502,0.47366282,45.2408,3225.2217,8.745088,0.0067443848,0.019927979,0.018844604,0.17211914,0.27017212,0.17230225,0.055618286,0.038497925,0.2149353,0.030838013,20298.0,3334.1384,219.8712,182.6815,0,Control
46.790688,0.9933656,0.19265956,0.4699465,48.052734,3520.9294,8.720173,0.006576538,0.02015686,0.018188477,0.17332458,0.26843262,0.17480469,0.051986694,0.03778076,0.21838379,0.03036499,20776.0,3073.049,223.64436,172.91653,0,Control
39.68197,0.9926589,0.18237127,0.46638831,45.339935,2699.5103,8.79969,0.0071868896,0.021499634,0.020446777,0.16773987,0.26870728,0.17835999,0.05633545,0.03944397,0.20765686,0.03262329,21011.0,3658.897,223.60309,186.54356,0,Control
23.329197,0.99236715,0.18759602,0.49133995,31.335617,1525.6343,8.353983,0.007156372,0.022567749,0.020965576,0.17504883,0.24214172,0.17829895,0.061767578,0.040863037,0.21598816,0.035202026,21208.0,3438.6665,224.25858,183.47154,0,Control
22.873713,0.99112916,0.18704629,0.48670286,30.236542,1287.3619,8.322358,0.008132935,0.022476196,0.019683838,0.17329407,0.24273682,0.18275452,0.059524536,0.04093933,0.21650696,0.033950806,22002.0,3462.7903,225.19356,182.7228,0,Control
33.81722,0.99318147,0.18452056,0.46678817,41.744614,2476.3357,8.707922,0.007080078,0.021820068,0.01928711,0.17222595,0.26441956,0.17791748,0.05732727,0.036880493,0.21165466,0.03138733,22752.0,3256.8665,229.59709,184.97859,0,Control
55.030853,0.9925489,0.18832244,0.46610227,48.051056,3686.698,8.8563595,0.0067596436,0.021316528,0.018325806,0.16923523,0.27279663,0.17549133,0.054992676,0.03855896,0.21151733,0.03100586,20354.0,3426.3162,220.86084,184.34216,0,Control
49.024357,0.9934551,0.1855621,0.4680082,49.49858,3739.478,8.868164,0.006790161,0.021377563,0.019058228,0.16899109,0.272583,0.17610168,0.05493164,0.038101196,0.21170044,0.03036499,20730.0,2927.912,231.37413,180.3599,0,Control
46.509895,0.9922333,0.18933143,0.4717205,42.64267,2988.9326,8.785571,0.00642395,0.020584106,0.020645142,0.1706543,0.2674713,0.17425537,0.055648804,0.039657593,0.21522522,0.029434204,18180.0,3337.8247,218.29799,183.09843,0,Control
49.323055,0.9927434,0.18585673,0.46654758,49.239655,3393.9424,8.89941,0.0071105957,0.021942139,0.019332886,0.16625977,0.27172852,0.17492676,0.054473877,0.038757324,0.21295166,0.03251648,21914.0,3139.4033,229.14568,178.21321,0,Control
13.95789,0.99303174,0.24716431,0.58200306,19.621155,998.86664,6.815228,0.00680542,0.021133423,0.016159058,0.17744446,0.19552612,0.1733551,0.060150146,0.045700073,0.2705536,0.033172607,14517.0,2381.4307,189.14417,132.54297,0,Control
33.24467,0.9934064,0.20524736,0.4900277,38.52388,2516.4253,8.362327,0.0066070557,0.019439697,0.018081665,0.175354,0.25434875,0.17433167,0.05404663,0.03768921,0.23182678,0.028274536,19452.0,3239.1628,218.68947,171.88132,0,Control
46.97906,0.9933331,0.19517757,0.4731387,48.01703,3517.8787,8.704119,0.006210327,0.019760132,0.018081665,0.17132568,0.2698059,0.17445374,0.054138184,0.03652954,0.22033691,0.02935791,20771.0,3038.0957,223.76994,172.56024,0,Control
17.232246,0.9925737,0.18446146,0.50278425,30.391464,1158.8336,8.103398,0.008270264,0.023849487,0.021942139,0.17337036,0.22875977,0.18173218,0.06616211,0.04244995,0.21644592,0.037017822,23685.0,3141.777,229.3658,186.76,0,Control
42.51319,0.99231786,0.19880669,0.48434922,40.991196,2762.192,8.589079,0.0066833496,0.019943237,0.018661499,0.17256165,0.2580719,0.17489624,0.05419922,0.037765503,0.227005,0.030212402,20113.0,3286.576,225.20561,172.9675,0,Control
25.78934,0.99350256,0.17605819,0.47591698,38.69435,1982.1282,8.633784,0.008010864,0.023330688,0.022964478,0.17018127,0.25144958,0.18113708,0.06253052,0.04083252,0.2030487,0.036514282,24230.0,3031.2979,228.96252,192.27844,0,Control
30.948284,0.9927821,0.19023032,0.48391244,37.804794,2140.4666,8.490507,0.0072631836,0.022491455,0.021331787,0.16964722,0.24835205,0.18113708,0.05899048,0.03878784,0.21871948,0.03327942,21629.0,2914.249,220.30891,185.60883,0,Control
14.347917,0.9869735,0.18013568,0.50772923,19.292221,549.7642,7.958039,0.008605957,0.026046753,0.023513794,0.17831421,0.21182251,0.18029785,0.068115234,0.0466156,0.21473694,0.041931152,20994.0,4220.575,221.93506,182.63869,0,Control
52.57935,0.99319226,0.19170052,0.47155574,48.603027,3855.1,8.816581,0.007156372,0.01953125,0.018951416,0.17094421,0.27134705,0.17276001,0.0546875,0.037216187,0.21775818,0.029647827,18122.0,3388.0085,225.80792,168.62022,0,Control
43.902943,0.9941537,0.18141899,0.46490014,54.126205,3750.8213,8.876812,0.008026123,0.021087646,0.020935059,0.16915894,0.26644897,0.17686462,0.056869507,0.039398193,0.20822144,0.032989502,24422.0,2806.036,235.5262,188.0832,0,Control
15.45386,0.9902068,0.18367413,0.50590795,23.32129,787.75586,7.9721913,0.00819397,0.025054932,0.0234375,0.17422485,0.21865845,0.18385315,0.06776428,0.045135498,0.21427917,0.039398193,24356.0,2855.6277,229.47963,182.15695,0,Control
44.670605,0.99403274,0.19439861,0.47606665,48.7563,3736.939,8.716066,0.006362915,0.020751953,0.01878357,0.1706543,0.2636261,0.1743927,0.054153442,0.03756714,0.22216797,0.031539917,20561.0,3008.107,223.26175,179.44678,0,Control
14.319393,0.98698926,0.17231141,0.5047763,19.329147,549.34674,8.00591,0.009262085,0.027145386,0.024505615,0.1747284,0.21536255,0.18252563,0.072891235,0.04600525,0.2039032,0.043670654,20967.0,4308.5874,221.73448,183.65115,0,Control
48.294376,0.9932233,0.19466373,0.4733022,47.475433,3557.5466,8.670973,0.0069885254,0.020339966,0.018539429,0.1690216,0.26741028,0.1770935,0.053710938,0.039260864,0.21707153,0.030563354,21260.0,2872.0298,216.65837,183.17299,0,Control
53.23762,0.9932023,0.20107429,0.48039216,45.94342,3908.1616,8.673345,0.006378174,0.019210815,0.016815186,0.16914368,0.27288818,0.1703949,0.05203247,0.03816223,0.22738647,0.02758789,16217.0,3302.4045,219.50641,171.35696,0,Control
26.42019,0.9924228,0.20260146,0.50711644,31.33023,1740.0674,8.136471,0.0074768066,0.02178955,0.018844604,0.17416382,0.23782349,0.17259216,0.05961609,0.04093933,0.2324524,0.034301758,19012.0,2901.3018,217.63374,174.5465,0,Control
18.533348,0.9887025,0.17540406,0.49604642,25.021378,819.12537,8.157605,0.009140015,0.02583313,0.023971558,0.17274475,0.22198486,0.18296814,0.06977844,0.04373169,0.20884705,0.041000366,25309.0,3191.2866,237.30873,184.86334,0,Control
43.48537,0.9943328,0.1844305,0.46847692,53.794388,3832.2053,8.824715,0.007003784,0.02130127,0.019866943,0.17126465,0.26560974,0.17662048,0.05833435,0.03855896,0.20986938,0.031570435,23422.0,2678.8398,232.67578,175.59413,0,Control
27.09254,0.99262947,0.17655723,0.4626496,38.107803,1835.8098,8.766272,0.0070648193,0.022583008,0.02267456,0.17350769,0.25717163,0.17773438,0.06048584,0.03793335,0.2068634,0.033981323,21001.0,3675.0989,215.84772,198.57137,0,Control
14.436168,0.98696065,0.18329845,0.50969726,19.295227,552.5818,7.9523635,0.008651733,0.026107788,0.024154663,0.17449951,0.21270752,0.18154907,0.068878174,0.044265747,0.21800232,0.04118347,20320.0,4326.629,221.52136,180.86456,0,Control
15.79565,0.9897658,0.18461709,0.5024149,22.271393,770.30066,8.093217,0.008483887,0.023727417,0.022857666,0.17602539,0.22245789,0.17790222,0.06916809,0.043151855,0.21826172,0.037963867,20648.0,4032.5852,226.5941,183.55867,0,Control
42.812744,0.99344605,0.17899285,0.45997474,50.227173,3262.5767,8.877367,0.0073394775,0.021514893,0.020645142,0.16989136,0.2699585,0.17970276,0.05781555,0.037506104,0.20433044,0.031295776,24648.0,2872.9243,232.8742,189.16837,0,Control
12.871998,0.9884241,0.19532326,0.5306779,18.30487,554.90594,7.679989,0.008529663,0.025482178,0.022033691,0.17546082,0.20185852,0.18147278,0.06906128,0.045318604,0.23046875,0.04031372,19670.0,3327.8137,218.65913,174.85211,0,Control
